word	ipa	pageid
hölj	/hɑɽj/, gmq-bot, /hɒːɽɪ/, /hœɽj/, /hɑɽj/, gmq-bot, /hɑːɽɪ/, gmq-bot, /hɔɽɪ/	7116464
höy	[hǿʏ̯ː], [hǽɪ̯ː], [háɪ̯ː], [hʊ́ɪ̯ː]	6066928
hööns	[hɞ̀ɳʂ], [hœ̀ɳʂ]	6418766
hølis	/²høːɽis/, /²høːɽes/	6347846
høtj	[hʏ̀ʷːt͡ɕ], [hø̀ʷːt͡ɕ]	6305305
hȯhl	[hɞ́ːɽ], , gmq-bot, [hóːɽ], , gmq-bot, [húːɽ]	6305270
hȯku	[hɞ̀ːkʉ], [hɞ̀ːkʊ]	6069726
hɑlöut	[hɑ̀ːɽÿːt], gmq-bot, [hòːɽeːt], gmq-bot, [hɑ̀ːɽœɵ̯ːt]	6508895
hɑnn	[hɑ́nː], [hɒ́nː], [hɔ́nː], gmq-bot, [n̩], [e̞n]	6380464
idu	[ìːð̞ʉ], [ɪ̀ːð̞ɵ], [(j)ìð̞ʊ], [ìð̞o]	4342380
Ifaar	/²øy̯ːˌvɐr/	7277231
iks	/²øks/, /²yks/, /²iks/	4532213
ita	[èːtɐ], [ɪ̀ːtɐ], [ɪ̀tʰːɐ], [ìːtɐ]	55698
jalak	/²jaːɽɐk/, /²jɑːɽɐk/	5873948
jamn	[jɑ́mn], [jǽmː], [jɑ́mːeɳ], [jǽmn], gmq-bot, [jɑ́mt], [jámt], [jǽmt], gmq-bot, [jɑ̀mn], [jæ̀mː], [jɑ̀mːeɳ], [jæ̀mn], gmq-bot, [jɑ̀mn], [jæ̀mː], [jɑ̀mːeɳ], [jæ̀mn]	6305675
jamt	/ˈjam̥t/, /ˈjam̥t/, /ˈjɛm̥t/, /ˈjæm̥t/	6817608
jank	/²jɑŋk/, /²jɒŋk/, /²jæŋk/	1096524
je	[ɟéː], [ʝéː], [ʝíː]	37650
jol	/juːɽ/, /jouːɽ/, gmq-bot, /²juːɽ/, /²jouːɽ/	1099942
jur	/ˈjʉːr/, [jʉ́ːɾ], [jɪúːɾ]	1367599
jäta	[jɛ̀ːtɐ], [jètʰːɐ], [jæ̀ːtɐ]	6390777
jår	[jóːɾ], [jɑ́ːɾ]	6066805
kaatt	[kʲʰ(j)æ̀tʰː]	6529975
kackn	/kɑ́kn/, /kɑ́ke̞n/, /kǽke̞n/	6265408
kank	/kɒŋk/	6271820
kanntor	/²ˈkɑnːˌtuːɾ/, /²ˈkɒnːˌtuːɾ/	6265926
kans	/käns/	235200
kars	/kjæʂː/	1807630
kat	/koːt/, /kɒːt/, /kɑːt/	65546
kjal	[t͡ɕʰɑ́ːɽ], [t͡ɕʰǿːɽ], [t͡ɕʰíːɽ]	6068706
kjalk	[t͡ɕʰɑ̀ɽk]	6068695
kjar	/kjaːr/	6302407
kjes	[t͡ɕʰèːs]	6096749
kjör	[t͡ɕʰʏ́͡ʷːɾ], [tʰíːɾ], gmq-bot, [t͡ɕʰʏ̀͡ʷːɾ], [t͡ɕʰì͡ʷːɾ]	4020571
kjȯrk	[t͡ɕʰɞ́r̥k], [t͡ɕʰɞ̀r̥k]	6067656
kleda	[kʰɽɛ̀ːə], gmq-bot, [kʰɽèːɐ], [kʰɽɛ̀ːɐ], [kʰɽèːð̞ɐ], [kʰɽèɪ̯ːɾɐ], [kʰɽìːɾɐ]	6071329
klening	[kʰɽèːnɪŋ]	6101678
klinger	/kɽɛɪ̯ŋɡer/	4773980
klo	/kʰɽuː/, /kʰɽouː/, /kʰɽɒuː/	627519
